old_window_id,old_zone_id,name,windowId,zoneId,customizationStartDay,customizationStartTime,customizationEndDay,customizationEndTime,dispatchDay,dispatchTime,startDay,startTime,endDay,endTime,fulfillmentCenterId,deliveryPrice,subtotalMin,deliveryProvider,orderBy,isVisible,smsNotifications,packDateOffset,carrierDaysInTransit,messageToUser
2c46e668-3337-4929-bd15-95d5769103c3,513206b8-4b80-422a-8509-7809e539cdeb,LIM: THURSDAY,436bd2b2-1a96-49e7-b82d-4f566274f718,513206b8-4b80-422a-8509-7809e539cdeb,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
b5975bc1-140f-4fd7-a8e0-70a352abe01d,37fd4319-9f53-48d2-b310-631aa57e1d5e,EWR: THURSDAY PM,2fd44dfc-7c12-4592-bf83-2fca9ff52577,37fd4319-9f53-48d2-b310-631aa57e1d5e,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
863f927e-b0da-4a4c-b2df-43bd6327f392,52fa935c-7062-4d05-8b7e-8ff5614e539c,CHI: MONDAY PM,ed57c136-09af-4f1c-bda9-a9caca0ab112,8ff09422-4188-463a-802c-0f7afdff707e,4,15:00:00,6,12:00:00,0,18:00:00,2,05:00:00,2,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
17cf2a65-253f-467b-9d5d-ee4764877f92,33c2c2f5-fc85-4f8f-86b0-a6eabf8519ad,DAY: MONDAY PM,7608f204-3d6a-414d-bd76-bfc809275d08,33c2c2f5-fc85-4f8f-86b0-a6eabf8519ad,4,14:00:00,6,11:00:00,6,17:00:00,2,05:00:00,2,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
0959b963-a82a-4e8f-a1f6-5217300e202d,ed333e3c-d145-4c40-959e-32bf2bd9dac1,IND: MONDAY PM,2c1a9f41-0b75-473d-835f-e47166b080d4,ed333e3c-d145-4c40-959e-32bf2bd9dac1,4,14:00:00,6,11:00:00,6,17:00:00,2,05:00:00,2,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
845818ba-b18f-44ed-8ae6-9e8a283e12f3,d54a502a-639f-4d0c-8c9c-a0520537f596,LOU: MONDAY PM,072fac95-9d2f-4250-a35c-00c54321b671,d54a502a-639f-4d0c-8c9c-a0520537f596,4,14:00:00,6,11:00:00,6,17:00:00,2,05:00:00,2,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
c2ad8cbf-4e3f-4e76-992d-eb9a303168eb,09beb073-e11e-49a0-9e8d-0b640317dad5,MSN: MONDAY PM,77f3ef4d-c850-4349-ae68-7fee327f01b0,09beb073-e11e-49a0-9e8d-0b640317dad5,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
ca4ad9a2-7364-4c95-9aa7-441e050d4f3d,5115c018-4299-4fa3-9f65-f75e34e2db55,MKE: MONDAY PM,c299f309-bde6-4fdc-a9ff-d9e9c195865e,5115c018-4299-4fa3-9f65-f75e34e2db55,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
dbe934c6-5b94-4a60-8f05-9859f98fabf3,1b572488-cdca-4732-ac30-2f54c49a042c,MSP: MONDAY PM,e9bfc443-52ac-4e9b-830d-483a753922a4,1b572488-cdca-4732-ac30-2f54c49a042c,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
b25d9d60-8f8a-4f11-bc6d-42ed8a3899d7,2a53a587-da2c-45fe-8a1c-099db6441313,BNA: MONDAY PM,8f79e8fd-5312-4b76-a64f-ab7b2dcaef7c,2a53a587-da2c-45fe-8a1c-099db6441313,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
